code,name,chineseName,meridian,meridianName,meridianGroup,translation.pinyin,translation.transliteration,translation.korean,translation.vietnamese,description,location,indication,contraindications,functions,coordinates.x,coordinates.y,bodyMapCoords,imageUrls,imageRefs,symptomIds,tags,category,createdAt,updatedAt,createdBy,contentStatus
SP-12,Surging Gate,衝門,SP,Spleen,Twelve Primary Meridians,chōng mén,Chongmen,chung mun 충문,Xung môn,"Chongmen, ponto de encontro com o Fígado e Yin Qiao.","3,5 cun lateral à linha média, na prega inguinal, lateral à artéria femoral.","Dor abdominal inferior, distúrbios urinários, dor menstrual, hérnias.",Risco vascular; palpar bem e evitar punção profunda.,"Move Qi do aquecedor inferior, regula Baço e Fígado e dissipa estagnações.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-13,Bpwel Abode,府舍,SP,Spleen,Twelve Primary Meridians,fǔ shè,Fushe,bu sa 부사,Phủ xá,"Fushe, ponto abdominal do Baço.","0,7 cun acima de SP-12 e 4 cun lateral à linha média, na parte inferior do abdômen.","Dor abdominal crônica, constipação com estagnação, distensão pós-prandial.",Cuidados em gestantes; evitar inserção profunda sobre cavidade abdominal.,"Regula intestinos, move Qi e estabiliza o aquecedor inferior.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-14,Abdomen Stagnation,腹結,SP,Spleen,Twelve Primary Meridians,fù jié,Fujie,bok gyeol 복결,Phúc kết,"Fujie, ponto para harmonizar intestinos.","1,3 cun abaixo do umbigo e 4 cun lateral à linha média.","Dor abdominal, cólicas intestinais, constipação, diarreia alternada.",Evitar punção profunda em abdômen agudo.,"Ajusta função intestinal, dissipa estagnação e fortalece o Baço no aquecedor médio.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-15,Great Horizontal,大横,SP,Spleen,Twelve Primary Meridians,dà héng,Da heng,dae hoeng 대횡,Đại hoành,"Daheng, ponto ao lado do umbigo.","Nível do umbigo e 4 cun lateral à linha média, no músculo reto abdominal.","Constipação crônica, diarreia por deficiência, dor abdominal espástica.",Evitar em gravidez avançada; cuidado com pacientes pós-cirúrgicos abdominais.,"Regula o Intestino Grosso, move Qi abdominal e fortalece Baço para transformar alimentos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-16,Abdomen Suffering,腹哀,SP,Spleen,Twelve Primary Meridians,fù āi,Fuai,bok ae 복애,Phúc ai,"Fuai, ponto para dor abdominal superior.",3 cun acima do umbigo e 4 cun lateral à linha média.,"Dor epigástrica, diarreia, refluxo, distúrbios intestinais funcionais.",Evitar agulha profunda em pacientes magros para não atingir cavidade abdominal.,"Harmoniza Baço e Intestinos, dispersa estagnação de Qi e regula aquecedor médio.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-17,Food Cavity,食竇,SP,Spleen,Twelve Primary Meridians,shí dòu,Shidou,sik du 식두,Thực đậu,"Shidou, ponto torácico de suporte respiratório.","5.º espaço intercostal, 6 cun lateral à linha média anterior.","Plenitude torácica, dor costal, dispneia por fleuma, mastite inicial.",Risco de pneumotórax; inserir superficial e oblíquo.,"Resolve fleuma no tórax, harmoniza Qi descendente do Pulmão e alivia dor costal.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-18,Celestial Cleft,天谿,SP,Spleen,Twelve Primary Meridians,tiān xī,Tianxi,cheon gye 천계,Thiên khê,"Tianxi, ponto para lactação e dor mamária.","4.º espaço intercostal, 6 cun lateral à linha média anterior.","Mastite, hipogalactia, dor torácica lateral, tosse com fleuma.",Mesmos cuidados com pleura; usar inserção oblíqua.,"Regula fluxo de leite, dissipa fleuma e harmoniza Qi do tórax.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-19,Chest Village,胸鄉,SP,Spleen,Twelve Primary Meridians,xiōng xiāng,Xiongxiang,hyung hyang 흉향,Hung hương,"Xiongxiang, ponto para plenitude costal.","3.º espaço intercostal, 6 cun lateral à linha média anterior.","Dispneia, dor costal crônica, sensação de opressão torácica.",Risco de pneumotórax; inserção superficial oblíqua.,"Expande o tórax, regula Qi do Pulmão e auxilia o Baço na transformação de fluidos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-20,Complete Nourishment,周榮,SP,Spleen,Twelve Primary Meridians,zhōu róng,Zhourong,ju yeong 주영,Chu vinh,"Zhourong, ponto para dispersar fleuma quente.","2.º espaço intercostal, 6 cun lateral à linha média anterior.","Tosse seca ou com fleuma, sensação de plenitude torácica, dor de ombro anterior.",Cuidado com perfuração pleural; inserção oblíqua.,"Dispersa calor e fleuma do Pulmão, harmoniza Qi do tórax e alivia dor local.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SP-21,Great Embrace,大包,SP,Spleen,Twelve Primary Meridians,dà bāo,Dabao,dae po 대포,Đại bao,"Dabao, Grande Luo do Baço.","Lado lateral do tórax, nível do 6.º espaço intercostal, na linha axilar média.","Dor generalizada do corpo, fraqueza muscular difusa, fibromialgia, dispneia leve.",Risco de pneumotórax; usar técnica superficial oblíqua.,"Regula o Grande Luo, move Qi e sangue por todo o corpo e alivia dor generalizada.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-1,Highest Spring,極泉,HT,Heart,Twelve Primary Meridians,jí quán,Jiquan,geuk cheon 극천,Cực tuyền,"Jiquan, ponto de encontro do canal do Coração que libera o peito e o ombro.","No centro da axila, na depressão entre a cabeça medial do úmero e a parede torácica quando o braço está abduzido.","Dor e sensação de plenitude torácica, dor no ombro e axila, distúrbios cardíacos emocionais, agitação.",Evitar punção profunda em direção medial para não lesar a artéria axilar e o plexo braquial.,"Descongestiona o peito, move o Qi do Coração e relaxa o ombro.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-2,Green Spirit,青靈,HT,Heart,Twelve Primary Meridians,qīng líng,Qingling,cheong nyeong 청령,Thanh linh,"Qingling, ponto para dissipar Calor e aliviar dor do braço medial.","3 cun proximal a HT-3, na linha que conecta HT-1 a HT-3, na borda medial do braço.","Cardiopalmores, dor torácica, tremor ou dor no braço medial, ansiedade com calor.",Inserção profunda pode atingir vasos braquiais; usar técnica oblíqua suave.,"Dispersa Calor do Coração, alivia dor local e harmoniza o Qi descendente.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-3,Lesser Sea,少海,HT,Heart,Twelve Primary Meridians,shào hǎi,Shaohai,so hae 소해,Thiếu hải,"Shaohai, ponto He-Mar (Água) do Coração.","Na prega do cotovelo, entre o epicôndilo medial do úmero e o tendão do músculo bíceps braquial quando o cotovelo está flexionado.","Ansiedade, palpitações, espasmos no braço, dor medial do cotovelo, tremores.",Evitar punção profunda medial para proteger o nervo cubital.,"Acalma o Shen, elimina Calor do Coração e relaxa tendões do cotovelo.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-4,Spirit Path,靈道,HT,Heart,Twelve Primary Meridians,líng dào,Lingdao,young do 영도,Linh đạo,"Lingdao, ponto Jing-Rio (Metal) do canal.","1,5 cun proximal a HT-7, na face ulnar do antebraço, radial ao tendão do flexor ulnar do carpo.","Palpitações, perda da voz por choque, rigidez do antebraço, tristeza súbita.",Cuidado com a artéria ulnar superficial; inserir paralelo ao tendão.,"Acalma o Shen, regula o Qi e dispersa Calor do Coração.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-5,Inward Connection,通里,HT,Heart,Twelve Primary Meridians,tōng lǐ,Tongli,tong ni 통리,Thông lý,"Tongli, ponto Luo-Conexão e ponto Benção das Vozes.","1 cun proximal a HT-7, na face ulnar do antebraço, radial ao tendão do flexor ulnar do carpo.","Palpitações, ansiedade, distúrbios de fala por causa emocional, sudorese noturna, cefaleia frontal.",Técnica superficial para evitar hematomas em pacientes com fragilidade capilar.,"Tonifica o Qi do Coração, estabiliza o Shen e beneficia a fala e a língua.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-6,Yin Cleft,陰郄,HT,Heart,Twelve Primary Meridians,yīn xī,Yinxi,eum geuk 음극,Âm khích,"Yinxi, ponto Xi-Cleft do Coração.","0,5 cun proximal a HT-7, na face ulnar do antebraço, radial ao tendão do flexor ulnar do carpo.","Sudorese noturna intensa, dor torácica aguda, ansiedade com palpitações, hemoptise por calor do Coração.",Evitar manipulação vigorosa em pacientes com sangramentos ativos.,"Nutre o Yin do Coração, controla a transpiração e acalma o Shen.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-7,Spirit Gate,神門,HT,Heart,Twelve Primary Meridians,shén mén,Shenmen,sin mun 신문,Thần môn,"Shenmen, ponto Shu-Transporte (Terra) e Yuan-Fonte do Coração.","Na face ulnar do punho, na depressão radial ao tendão do flexor ulnar do carpo, na prega do punho.","Insônia, ansiedade, palpitações, irritabilidade, perda de memória, síndrome do túnel do carpo medial.",Inserção excessivamente profunda pode atingir o nervo ulnar; usar ângulo leve.,"Tonifica Sangue e Yin do Coração, acalma profundamente o Shen e harmoniza o espírito.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-8,Lesser Mansion,少府,HT,Heart,Twelve Primary Meridians,shào fǔ,Shaofu,so bu 소부,Thiếu phủ,"Shaofu, ponto Ying-Manancial (Fogo) do canal.","Na palma da mão, entre o quarto e o quinto metacarpos, onde a ponta do dedo mínimo repousa quando um punho é fechado.","Palpitações por calor, boca e língua ulceradas, sensação de calor nas palmas, irritabilidade.",Evitar moxabustão direta em pele sensível; risco de queimaduras.,"Dispersa Calor do Coração e Intestino Delgado, acalma o Shen e refresca a boca e língua.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
HE-9,Lesser Surge,少沖,HT,Heart,Twelve Primary Meridians,shào chōng,Shaochong,so chung 소충,Thiếu xung,"Shaochong, ponto Jing-Poço (Madeira) e ponto de reanimação.","0,1 cun proximal ao canto radial da unha do dedo mínimo.","Perda de consciência, febre alta, delírio, dor na garganta, palpitações súbitas.",Sangria deve ser asséptica; evitar em distúrbios hemorrágicos graves.,"Revive a consciência, limpa Calor do Coração e resfria a garganta.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-1,Lesser Marsh,少澤,SI,Small Intestine,Twelve Primary Meridians,shào zé,Shaoze,so taek 소택,Thiếu trạch,"Shaoze, ponto Jing-Poço e Metal que libera calor perverso e desperta a lactação.","0,1 cun posterior ao canto ulnar da unha do dedo mínimo.","Lactação insuficiente, mastite inicial, febre alta com delírio, perda súbita de consciência, dor na borda cubital da mão.",Sangria profunda contraindicada em pacientes anticoagulados; usar punção leve.,"Remove calor extremo, abre os orifícios sensoriais e estimula a descida do leite.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-2,Front Valley,前谷,SI,Small Intestine,Twelve Primary Meridians,qián gǔ,Qiangu,jeon gok 전곡,Tiền cốc,"Qiangu, ponto Ying-Manancial (Água) que clareia calor do canal e beneficia garganta e olhos.","Na borda ulnar do dedo mínimo, na depressão distal à articulação metacarpofalângica.","Dor e edema na borda cubital da mão, distúrbios febris, dor de garganta, visão turva.",Nenhuma específica além de evitar inserção muito profunda em articulações inflamadas.,"Dispersa calor e vento, reduz edema local e lubrifica garganta e olhos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-3,Back Stream,後谿,SI,Small Intestine,Twelve Primary Meridians,hòu xī,Houxi,hu gye 후계,Hậu khê,"Houxi, ponto Shu-Riacho (Madeira) e ponto de abertura do Du Mai, útil para coluna e cabeça.","Na borda ulnar da mão, proximal à cabeça do quinto metacarpo, na transição de pele clara e escura.","Cervicalgia, rigidez da nuca, dor lombar irradiada, epilepsia, febres noturnas, distúrbios da orelha.",Evitar agulhamento agressivo em tendinite aguda do extensor ulnar.,"Move o Du Mai, relaxa a coluna, expulsa vento-calor e beneficia a orelha e os olhos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-4,Wrist Bone,腕骨,SI,Small Intestine,Twelve Primary Meridians,wàn gǔ,Wangu,wan gol 완골,Uyển cốt,"Wangu, ponto Yuan-Fonte do canal, indicado para distúrbios do punho e metabolismo de fluídos.","Na face ulnar do punho, na depressão entre o osso piramidal e a base do quinto metacarpo.","Dor no punho, artrite cubital, icterícia leve, rigidez dos dedos, edema dos membros superiores.",Inserção profunda pode irritar o nervo ulnar superficial; manter agulha oblíqua.,"Tonifica e regula o canal, drena umidade-calor e estabiliza o punho.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-5,Yang Valley,陽谷,SI,Small Intestine,Twelve Primary Meridians,yáng gǔ,Yanggu,yang gok 양곡,Dương cốc,"Yanggu, ponto Jing-Rio (Fogo) que dispersa calor do coração e clareia os sentidos.","Na face dorsal do punho, na depressão entre o processo estilóide da ulna e o osso piramidal.","Dor no punho, febre com delírio, rigidez da mandíbula, dor no ouvido, surtos de ansiedade.",Cuidado com articulações hiperextensas; usar ângulo suave para evitar desconforto.,"Limpa calor do Coração e Intestino Delgado, acalma o Shen e alivia dor articular.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-6,Support the Aged,養老,SI,Small Intestine,Twelve Primary Meridians,yǎng lǎo,Yanglao,yang no 양노,Dưỡng lão,"Yanglao, ponto Xi-Cleft que libera a dor aguda do ombro e melhora a visão.","Na face dorsal da ulna, em uma fenda acima do processo estilóide, quando a palma está voltada para o peito.","Dor aguda no ombro, lombalgia súbita, visão turva ligada a deficiência de Yin, rigidez do pescoço.",Inserção profunda pode atingir o tendão do extensor; manter profundidade moderada.,"Relaxar tendões, tonificar o envelhecimento do olho e dispersar estagnação dolorosa.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-7,Branch of Upright,支正,SI,Small Intestine,Twelve Primary Meridians,zhī zhèng,Zhizheng,ji jeong 지정,Chi chính,"Zhizheng, ponto Luo-Conexão que harmoniza o Coração e acalma a mente.","5 cun proximal a SI-5, na linha entre SI-5 e SI-8, sobre a borda ulnar posterior do antebraço.","Ansiedade, palpitações, agitação mental, dor no cotovelo e antebraço, rigidez cervical.",Evitar agulhamento profundo medial que possa atingir o nervo ulnar.,"Conecta Coração e Intestino Delgado, estabiliza o Shen e relaxa o trajeto do canal.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-8,Small Sea,小海,SI,Small Intestine,Twelve Primary Meridians,xiǎo hǎi,Xiaohai,so hae 소해,Tiểu hải,"Xiaohai, ponto He-Mar (Terra) que drena calor e dissolve nódulos do cotovelo.","Na depressão entre o olécrano da ulna e o epicôndilo medial do úmero, com o cotovelo flexionado.","Inchaço e dor no cotovelo, tremor do membro superior, epilepsia, linfadenite submandibular.",Proteger o nervo ulnar; agulhar levemente lateral ou proximal.,"Alivia calor-toxina, desbloqueia o canal e reduz nódulos linfáticos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-9,True Shoulder,肩貞,SI,Small Intestine,Twelve Primary Meridians,jiān zhēn,Jianzhen,gyeon jeong 견정,Kiên trinh,"Jianzhen, ponto que libera o ombro posterior e melhora a circulação do membro superior.","Na face posterior do ombro, 1 cun superior a SI-10, na depressão inferior à espinha da escápula.","Dor ou parestesia do ombro, limitação de abdução, bursite, dor irradiada para o braço.",Evitar agulhamento excessivamente medial para não irritar o nervo axilar.,"Dissipa vento-umidade, mobiliza o ombro e abre o canal para circulação de Qi e Sangue.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-10,Upper arm transporter,臑俞,SI,Small Intestine,Twelve Primary Meridians,nāo shū,Naoshu,no yu(su) 노유(수),Nhu du,"Naoshu, ponto de encontro com Yang Qiao e Yang Wei que trata ombro crônico.","Posterior ao ombro, na mesma linha de LI-15, na depressão inferior à espinha da escápula e posterior à cabeça do úmero.","Dor crônica no ombro, rigidez pós-AVC, fraqueza do membro superior, bursite.",Inserção profunda superior pode atingir a cavidade articular; usar direção tangencial.,"Fortalece o ombro, dispersa vento frio acumulado e harmoniza os vasos Yang da cintura escapular.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-11,Heavenly Gathering,天宗,SI,Small Intestine,Twelve Primary Meridians,tiān zōng,Tianzong,cheon jong 천종,Thiên tông,"Tianzong, ponto de encontro dos canais Yang do braço que libera a escápula.","Na fossa infratespinal, no terço médio entre a borda inferior da escápula e sua espinha.","Dor escapular, mastite, lactação insuficiente, dor intercostal, dor torácica posterior.",Cuidado com pneumotórax em pacientes muito magros; manter agulha oblíqua superficial.,"Afrouxa musculatura da escápula, libera leite estagnado e harmoniza Qi torácico posterior.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-12,Grasping the Wind,秉風,SI,Small Intestine,Twelve Primary Meridians,bǐng fēng,Bingfeng,byeong pung 병풍,Bỉnh phong,"Bingfeng, ponto que dispersa vento patogênico acumulado no gradil escapular.","Na fossa supraspinhal, no centro da depressão acima da espinha da escápula.","Dor no ombro superior, rigidez cervical, inflamação muscular por vento-frio, asma leve.",Evitar inserção profunda em direção medial para não perfurar o ápice pulmonar.,"Expulsa vento e calor, relaxa a cintura escapular e auxilia a respiração superficial.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-13,Crooked Wall,曲垣,SI,Small Intestine,Twelve Primary Meridians,qū yuán,Quyuan,gok won 곡원,Khúc viên,"Quyuan, ponto que conecta ombro e coluna torácica alta.","No ângulo superomedial da escápula, na metade do caminho entre SI-10 e a coluna vertebral.","Dor no ombro medial, rigidez superior das costas, tensão trapézio-superior.",Agulhamento profundo medial pode alcançar a pleura; usar direção lateral.,"Relaxa o trapézio, desobstrui o canal e acalma dor que sobe ao pescoço.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-14,Outer Shoulder Transporter,肩外俞,SI,Small Intestine,Twelve Primary Meridians,jiān wài shū,Jianwaishu,gyeon oe yu 견외유,Kiên ngoại du,"Jianwaishu, ponto paravertebral que trata dor crônica do pescoço e ombro.","3 cun lateral ao processo espinhoso de T1 (GV-13), na borda medial da escápula.","Rigidez crônica do pescoço, dor interescapular, tosse por tensão muscular.",Evitar inserção profunda perpendicular devido ao risco de pneumotórax.,"Desbloqueia os canais Taiyang, relaxa o trapézio e alivia dor de peito superior.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-15,Middle Shoulder Transporter,肩中俞,SI,Small Intestine,Twelve Primary Meridians,jiān zhōng shū,Jianzhongshu,gyeon jung yu 견중유,Kiên trung du,"Jianzhongshu, ponto paravertebral que libera a região cervical e auxilia respiração.",2 cun lateral ao processo espinhoso de C7 (GV-14).,"Dor cervical, tosse crônica, dispneia leve por tensão muscular, formigamento no braço.",Inserção profunda é contraindicado (risco pulmonar); usar direção medial superficial.,"Dissipa vento-frio da região cervical, relaxa musculatura paravertebral e beneficia o Qi do Pulmão.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-16,Heavenly Window,天窗,SI,Small Intestine,Twelve Primary Meridians,tiān chuāng,Tianchuang,cheon chang 천창,Thiên song,"Tianchuang, ponto Janela do Céu que regula a cabeça e os órgãos dos sentidos.","Na face lateral do pescoço, posterior ao músculo esternocleidomastoideo, alinhado com o pomo de Adão.","Dor de garganta, rouquidão, distúrbios de fala, zumbido, hipertensão leve por ascensão de Yang.",Cuidado com a artéria carótida e veia jugular; agulha deve ser oblíqua posterior.,"Libera o Qi ascendente, clareia os sentidos, acalma o Shen e reduz pressão cervical.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-17,Heavenly Appearance,天容,SI,Small Intestine,Twelve Primary Meridians,tiān róng,Tianrong,cheon yong 천용,Thiên dung,"Tianrong, ponto Janela do Céu que limpa calor tóxico da garganta e glândulas.","Posterior ao ângulo da mandíbula, na depressão anterior ao músculo esternocleidomastoideo.","Inflamação das glândulas submandibulares, dor de garganta intensa, zumbido, adenite.",Risco vascular importante; utilizar punção suave oblíqua para evitar a carótida.,"Dissipa calor-toxina, desobstrui garganta e beneficia audição.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-18,Cheek Bone Crevice,顴髎,SI,Small Intestine,Twelve Primary Meridians,quán liáo,Quanliao,gwal lyo 관료,Quyền liêu,"Quanliao, ponto que trata paralisias faciais e estagnação no malar.","Directamente abaixo do canto externo do olho, ao nível do bordo inferior do osso zigomático, na depressão do forame infraorbital.","Paralisia facial, tiques faciais, sinusite maxilar, dor de dente superior.",Evitar puntura profunda para não lesar o nervo infraorbital; usar inserção oblíqua suave.,"Dispersa vento da face, desbloqueia o canal Yangming e reduz dor local.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
SI-19,Palace of Hearing,聽宮,SI,Small Intestine,Twelve Primary Meridians,tīng gōng,Tinggong,cheong gung 청궁,Thính cung,"Tinggong, ponto de encontro dos canais SI, SJ e GB que beneficia audição.","Anterior à orelha, na depressão entre o trago e o côndilo da mandíbula, com a boca levemente aberta.","Zumbido, surdez, otalgia, trismo, paralisia facial periférica.",Inserção com a boca fechada pode comprimir a agulha; manter o paciente com a boca semiaberta.,"Abre os orifícios auditivos, dispersa vento-calor da face e harmoniza a articulação temporomandibular.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-1,Bright Eyes,睛明,BL,Bladder,Twelve Primary Meridians,jīng míng,Jingming,jeong myeong 정명,Tình minh,"Jingming, ponto de encontro com ST, SI, YM e Yin Qiao.",Na depressão ligeiramente medial ao canto interno do olho.,"Olhos vermelhos, lacrimejamento, visão turva, insônia, paralisia facial.",Inserção precisa com apoio digital protege o globo ocular.,"Expulsa vento-calor, beneficia os olhos e acalma o Shen.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-2,Gathered Bamboo,攢竹,BL,Bladder,Twelve Primary Meridians,cuán zhú,Zanzhu,chan juk 찬죽,Toản trúc,"Zanzhu, ponto local para pálpebras e fronte.","No arco medial da sobrancelha, na depressão acima do canto interno do olho.","Dor frontal, blefaroespasmo, rinite, paralisia facial.",Evitar punção profunda no seio frontal.,"Dispersa vento e alivia dor frontal, clareia a visão.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-3,Eyebrows' Ascension,眉衝,BL,Bladder,Twelve Primary Meridians,méi chōng,Meichong,mi chung 미충,Mi xung,"Meichong, ponto que estabiliza Yang na fronte.","0,5 cun dentro da linha anterior do cabelo, diretamente acima de BL-2.","Tontura, congestão nasal, epilepsia inicial.",Inserção subcutânea para evitar calota craniana.,"Expulsa vento, aclarando cabeça e nariz.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-4,Deviating Curve,曲差,BL,Bladder,Twelve Primary Meridians,qǔ chāi,Quchai,gok cha 곡차,Khúc sai,"Quchai, ponto temporal para dores crônicas.","0,5 cun dentro da linha capilar, 1,5 cun lateral à linha média.","Cefaleia, epilepsia, vertigem, visão borrada.",Inserção superficial.,Dissipa vento e acalma convulsões leves.,,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-5,Fifth Position,五處,BL,Bladder,Twelve Primary Meridians,wǔ chǔ,Wuchu,o cheo 오처,Ngũ xứ,"Wuchu, ponto para calor ascendente.","1 cun dentro da linha capilar, 1,5 cun lateral à linha média.","Epistaxe, convulsões, dor de cabeça.",Evitar inserção profunda.,"Abaixa o Yang, refresca a cabeça.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-6,Receiving Light,承光,BL,Bladder,Twelve Primary Meridians,chéng guāng,Chengguang,seung gwang 승광,Thừa quang,"Chengguang, ponto que esclarece o cérebro.","2,5 cun dentro da linha anterior do cabelo, 1,5 cun lateral à linha média.","Cefaleia, zumbido, convulsões.",Inserção superficial.,Expulsa vento e abre os orifícios sensoriais.,,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-7,Reaching Upward,通天,BL,Bladder,Twelve Primary Meridians,tōng tiān,Tongtian,tong cheon 통천,Thông thiên,"Tongtian, ponto para sinusite e cefaleia.","4 cun posterior à linha anterior do cabelo, 1,5 cun lateral à linha média.","Sinusite frontal, cefaleia, anosmia.",Evitar perfurar o crânio; usar subcutânea.,"Dispersa vento, desobstrui nariz e alivia dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-8,Declining Connection,絡卻,BL,Bladder,Twelve Primary Meridians,luò què,Luoque,nak gak 락각,Lạc khước,"Luoque, ponto calmante.","5,5 cun posterior à linha anterior do cabelo, 1,5 cun lateral à linha média.","Tontura, convulsões, vômito por estresse.",Inserção subcutânea.,"Acalma o Shen, harmoniza a cabeça e elimina vento.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-9,Jade Pillow,玉枕,BL,Bladder,Twelve Primary Meridians,yù zhěn,Yuzhen,ok chim 옥침,Ngọc chẩm,"Yuzhen, ponto na base do crânio.","1,3 cun lateral a GV-17 na borda occipital.","Cefaleia occipital, rigidez cervical, visão turva.",Inserção oblíqua inferior para evitar penetração craniana.,"Expulsa vento, relaxa a nuca e beneficia olhos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
